TIME	EVENT	NODES
285.628427812929	O	n110
287.5951517002605	S	n110;1;n187;2;n188;3
293.1267483817216	S	n188;3;n199;4;n200;5
293.90973519565694	S	n199;4;n203;6;n204;7
294.07914662793326	E	n200;5
305.8053411110323	S	n204;7;n227;8;n228;9
309.9043329916773	I	n228;9
314.0104779853529	S	n227;8;n237;10;n238;11
318.9566040063278	S	n203;6;n241;12;n242;13
327.45143223710494	I	n242;13
331.87450342329106	I	n187;2
332.1746173469738	I	n237;10
332.5026001423605	I	n241;12
335.6967060113735	S	n241;12;n261;14;n262;15
339.96246034945096	S	n237;10;n273;16;n274;17
342.3523845263514	S	n228;9;n281;18;n282;19
345.9641260450695	T	n187;2;n187;20;n234;21
350.53960376877336	S	n262;15;n293;22;n294;23
355.69190527382386	I	n261;14
355.7899662740194	E	n274;17
356.3119546325315	E	n187;20
356.8719709156321	I	n234;21
359.16454116420584	E	n261;14
364.7690552260169	I	n238;11
365.43190125744275	S	n273;16;n325;24;n326;25
368.33285918754166	F	n293;22
368.33285918754166	F	n242;13
368.33285918754166	F	n282;19
368.33285918754166	F	n234;21
368.33285918754166	F	n325;24
368.33285918754166	F	n281;18
368.33285918754166	F	n326;25
368.33285918754166	F	n294;23
368.33285918754166	F	n238;11
