TIME	EVENT	NODES
109.29132781068505	O	n17
127.09439606284033	S	n17;1;n23;2;n24;3
151.41608628417967	S	n24;3;n31;4;n32;5
154.34391163436993	I	n31;4
162.6482618045751	I	n23;2
164.38085401884652	I	n23;2
165.1799971652594	S	n31;4;n39;6;n40;7
165.80008065796497	I	n32;5
166.42281919880233	S	n40;7;n41;8;n42;9
169.09281682708968	E	n41;8
169.40844172015872	E	n39;6
171.45748821204532	S	n23;2;n49;10;n50;11
173.05321052229678	L	n42;9
176.11005676811268	S	n49;10;n55;12;n56;13
180.68423174771254	E	n50;11
187.41605113204523	I	n56;13
188.99377288291518	S	n56;13;n61;14;n62;15
191.35598736312272	S	n62;15;n65;16;n66;17
193.54890914381417	S	n32;5;n67;18;n68;19
196.74632570764513	E	n66;17
208.10400822300682	S	n67;18;n75;20;n76;21
211.6666750898376	S	n76;21;n79;22;n80;23
212.14935991177535	E	n65;16
213.32577331513028	S	n79;22;n83;24;n84;25
215.54663941732403	I	n68;19
216.27781290793985	E	n83;24
217.24029508624372	I	n84;25
221.4844260935815	S	n61;14;n89;26;n90;27
222.66089238721065	I	n55;12
225.51583358470376	I	n89;26
227.74447505539555	S	n68;19;n99;28;n100;29
227.79180205667913	E	n99;28
229.51735172790225	I	n84;25
229.84074322147535	S	n75;20;n103;30;n104;31
231.2895298785254	E	n89;26
231.78607716848117	I	n80;23
232.8087900254577	I	n100;29
236.8169657606345	S	n84;25;n107;32;n108;33
237.72585613667144	I	n104;31
238.066136604651	E	n55;12
239.01003706129444	S	n80;23;n109;34;n110;35
239.084570854347	I	n107;32
240.4400248471713	S	n104;31;n111;36;n112;37
240.6015620950032	S	n100;29;n113;38;n114;39
242.8941750001684	S	n103;30;n115;40;n116;41
244.65686309263035	S	n115;40;n117;42;n118;43
244.7355687600516	I	n112;37
245.60380920404123	E	n118;43
246.41896245296667	S	n116;41;n119;44;n120;45
246.95302600451382	I	n111;36
249.10861886800265	S	n108;33;n125;46;n126;47
251.3186136772485	S	n120;45;n129;48;n130;49
251.9600984783782	E	n129;48
254.1474396940903	S	n111;36;n135;50;n136;51
254.6017951755659	S	n119;44;n141;52;n142;53
255.19628744510305	I	n110;35
256.96114287753085	S	n126;47;n147;54;n148;55
257.7098635537042	L	n114;39
259.19362679088636	S	n130;49;n151;56;n152;57
259.28999588796853	S	n141;52;n153;58;n154;59
259.36120736456706	I	n112;37
261.30845839031423	I	n107;32
261.5455228136473	E	n152;57
262.43014142332055	E	n148;55
262.7929586645741	D	n90;27;n90;60;n90;61
266.1400532075929	E	n151;56
266.80294771333917	S	n107;32;n161;62;n162;63
267.6230845290778	E	n154;59
269.9568136455443	E	n136;51
274.34687162019736	I	n113;38
275.11850929823515	S	n125;46;n171;64;n172;65
276.06674945851347	E	n113;38
277.04604187489826	E	n161;62
278.4525291252385	E	n112;37
278.8778393829385	E	n117;42
280.88338111280893	E	n90;60
280.88338111280893	E	n90;61
283.3629310829571	S	n147;54;n183;66;n184;67
285.9456044299885	S	n162;63;n185;68;n186;69
287.5951517002605	S	n110;35;n187;70;n188;71
292.01152244219134	S	n186;69;n195;72;n196;73
293.1267483817216	S	n188;71;n199;74;n200;75
293.6183387782659	E	n184;67
293.90973519565694	S	n199;74;n203;76;n204;77
294.07914662793326	E	n200;75
294.1998026308451	E	n171;64
294.27007287477545	S	n153;58;n205;78;n206;79
296.7804733096652	S	n196;73;n207;80;n208;81
297.10807759050766	I	n208;81
297.45537010852803	I	n206;79
297.77429733878824	E	n208;81
297.944722411288	S	n135;50;n213;82;n214;83
298.1283204238227	S	n206;79;n215;84;n216;85
298.14829283614495	I	n142;53
298.5182981782411	E	n207;80
298.6191246381696	L	n215;84
299.1473251872138	E	n214;83
301.5187902891868	E	n195;72
301.7496501463424	E	n216;85
303.521232254705	I	n185;68
303.5823597062834	L	n187;70
305.3065589137974	S	n213;82;n225;86;n226;87
305.8053411110323	S	n204;77;n227;88;n228;89
306.7118637562414	E	n185;68
312.1421772672062	E	n142;53
312.7260074036776	L	n183;66
314.0104779853529	S	n227;88;n237;90;n238;91
315.342886568578	E	n109;34
315.41472492191235	E	n172;65
315.42727438484536	I	n226;87
316.8093160848777	I	n237;90
318.9566040063278	S	n203;76;n241;92;n242;93
321.7355842791098	I	n241;92
323.65574149505403	T	n241;92;n241;94;n231;95
324.2601856628277	E	n226;87
324.7848548775896	E	n225;86
325.93820206384964	I	n231;95
335.14844581859495	S	n231;95;n259;96;n260;97
335.6967060113735	S	n241;94;n261;98;n262;99
339.96246034945096	S	n237;90;n273;100;n274;101
342.3523845263514	S	n228;89;n281;102;n282;103
348.20596316836424	L	n262;99
348.7564267084988	E	n259;96
355.7899662740194	E	n274;101
359.16454116420584	E	n261;98
363.72092949357767	S	n205;78;n313;104;n314;105
365.3354294195512	E	n260;97
365.43190125744275	S	n273;100;n325;106;n326;107
368.33285918754166	F	n242;93
368.33285918754166	F	n282;103
368.33285918754166	F	n325;106
368.33285918754166	F	n281;102
368.33285918754166	F	n326;107
368.33285918754166	F	n314;105
368.33285918754166	F	n238;91
368.33285918754166	F	n313;104
