TIME	EVENT	NODES
0	O	Root
0.03565811281626705	S	Root;1;n1;2;n2;3
0.05861878921004344	S	n2;3;n3;4;n4;5
0.07375809080458343	S	n4;5;n5;6;n6;7
0.07833050552031286	S	n5;6;n7;8;n8;9
0.1008035139693104	S	n3;4;n9;10;n10;11
0.10773070760886207	L	n6;7
0.11428202715204365	E	n1;2
0.1307468573352167	E	n8;9
0.16249863861729646	S	n10;11;n13;12;n14;13
0.169970549619826	L	n9;10
0.1728772304451632	S	n13;12;n15;14;n16;15
0.20414653973528807	D	n7;8;n7;16;n7;17
0.20845796674833328	S	n7;16;n17;18;n18;19
0.20845796674833328	S	n7;17;n17;20;n18;21
0.22079775821825717	D	n18;19;n18;22;n18;23
0.2372402471114948	E	n15;14
0.23892462888085989	E	n18;22
0.23892462888085989	E	n18;23
0.23892462888085989	E	n18;21
0.2490407372631786	S	n17;18;n19;24;n20;25
0.2490407372631786	S	n17;20;n19;26;n20;27
0.2601117742688435	S	n16;15;n21;28;n22;29
0.2610268250122247	D	n19;26;n19;30;n19;31
0.2671518695686604	S	n14;13;n23;32;n24;33
0.2765985482048439	S	n20;25;n25;34;n26;35
0.2765985482048439	S	n20;27;n25;36;n26;37
0.27745213159000687	S	n24;33;n27;38;n28;39
0.27855792444951527	S	n25;34;n29;40;n30;41
0.27855792444951527	S	n25;36;n29;42;n30;43
0.2799238517383474	E	n23;32
0.289745581090449	L	n19;30
0.29180342183819413	E	n29;40
0.29180342183819413	E	n29;42
0.2956178903787941	E	n22;29
0.2971709759422649	D	n19;31;n19;44;n19;45
0.2986055831212446	L	n30;43
0.2990284862777491	S	n21;28;n31;46;n32;47
0.3242431098178988	E	n26;35
0.3242431098178988	E	n26;37
0.3257514072895137	S	n30;41;n35;48;n36;49
0.3267467684448356	S	n36;49;n37;50;n38;51
0.32904946939963037	E	n28;39
0.3312970553039297	S	n27;38;n39;52;n40;53
0.3335651473273877	S	n38;51;n41;54;n42;55
0.3343267721592488	L	n41;54
0.3437941645540986	S	n19;24;n43;56;n44;57
0.3437941645540986	S	n19;44;n43;58;n44;59
