TIME	EVENT	NODES
0	O	Root
0.03565811281626705	S	Root;1;n1;2;n2;3
0.05861878921004344	S	n2;3;n3;4;n4;5
0.07375809080458343	S	n4;5;n5;6;n6;7
0.07833050552031286	S	n5;6;n7;8;n8;9
0.1008035139693104	S	n3;4;n9;10;n10;11
0.11428202715204365	E	n1;2
0.1307468573352167	E	n8;9
0.16093066445356763	S	n6;7;n11;12;n12;13
0.16249863861729646	S	n10;11;n13;14;n14;15
0.1728772304451632	S	n13;14;n15;16;n16;17
0.18274527452700604	E	n11;12
0.1969107897114663	E	n9;10
0.1978040292893419	L	n7;8
0.22504373876174336	D	n15;16;n15;18;n15;19
0.2372402471114948	E	n15;18
0.2372402471114948	E	n15;19
0.24325843516673254	L	n12;13
0.2601117742688435	S	n16;17;n21;20;n22;21
0.2671518695686604	S	n14;15;n23;22;n24;23
0.27745213159000687	S	n24;23;n27;24;n28;25
0.2799238517383474	E	n23;22
0.2941502192527996	D	n28;25;n28;26;n28;27
0.2956178903787941	E	n22;21
0.2990284862777491	S	n21;20;n31;28;n32;29
0.31624347816591675	D	n28;27;n28;30;n28;31
0.32418095204497027	D	n28;26;n28;32;n28;33
0.32904946939963037	E	n28;32
0.32904946939963037	E	n28;33
0.32904946939963037	E	n28;30
0.32904946939963037	E	n28;31
0.3312970553039297	S	n27;24;n39;34;n40;35
0.35663375454137297	L	n32;29
0.36047053147741903	S	n31;28;n47;36;n48;37
0.38527024566626544	S	n40;35;n55;38;n56;39
0.39572310287152684	E	n56;39
0.398704406523994	S	n48;37;n63;40;n64;41
0.40776133334394826	E	n39;34
0.42044751321046026	S	n63;40;n69;42;n70;43
0.42981952959854897	S	n47;36;n75;44;n76;45
0.43808968036900625	E	n75;44
0.4457139964449435	E	n70;43
0.4503380560040635	S	n64;41;n79;46;n80;47
0.4614636471342297	S	n55;38;n81;48;n82;49
0.48126743638362973	S	n76;45;n83;50;n84;51
0.4832173922540219	L	n69;42
0.5186380853554846	L	n82;49
0.5277252246884373	L	n81;48
0.5322172744577628	E	n84;51
0.5405081760425123	L	n80;47
