TIME	EVENT	NODES
288.92786560402345	O	n172
291.43167369942637	T	n172;1;n172;2;n165;3
300.66408360617874	S	n165;3;n217;4;n218;5
301.39480262224913	S	n217;4;n219;6;n220;7
309.22719658015154	E	n220;7
313.31681944729553	I	n218;5
314.660335782843	I	n172;2
315.41472492191235	E	n172;2
318.4097846196696	I	n218;5
322.23550031039156	S	n219;6;n243;8;n244;9
327.1046107185982	E	n218;5
336.27194991669535	S	n243;8;n265;10;n266;11
337.9466629699342	E	n266;11
340.1389816847589	I	n244;9
354.08506775125977	I	n244;9
354.10974447075046	I	n244;9
357.83898267386695	E	n265;10
368.33285918754166	F	n244;9
