TIME	EVENT	NODES
0	O	Root
0.0	S	Root;1;n1;2;n2;3
1.1526049188520024	S	n1;2;n3;4;n4;5
4.484958026479743	S	n3;4;n5;6;n6;7
5.070681651816388	E	n5;6
5.295663636837376	I	n4;5
5.897580817689959	I	n2;3
7.566795314525711	S	n4;5;n7;8;n8;9
9.937342596589726	E	n7;8
17.430232672861973	I	n8;9
18.010842820539494	S	n6;7;n9;10;n10;11
20.239990944317555	S	n9;10;n11;12;n12;13
22.321333856383625	E	n11;12
22.909819856367786	S	n8;9;n13;14;n14;15
23.751346210324943	I	n10;11
24.34400466917406	I	n13;14
24.41824382283007	S	n12;13;n15;16;n16;17
25.86298051660454	E	n15;16
26.256835295663688	E	n2;3
26.84276481692311	S	n14;15;n17;18;n18;19
27.04655144454366	E	n16;17
29.40394670135687	S	n10;11;n19;20;n20;21
30.407447078502262	S	n17;18;n21;22;n22;23
32.20030714089563	S	n20;21;n23;24;n24;25
35.92070569340266	S	n21;22;n25;26;n26;27
37.63445823921123	S	n24;25;n27;28;n28;29
37.81845603596032	S	n23;24;n29;30;n30;31
38.13198542719755	E	n22;23
39.04702059247166	E	n13;14
39.830617844120326	E	n29;30
40.759074860237476	E	n25;26
42.012799395780256	E	n26;27
42.357769946350246	S	n18;19;n31;32;n32;33
43.627931369079896	I	n30;31
44.23758335264503	S	n27;28;n33;34;n34;35
44.77884411935749	S	n19;20;n35;36;n36;37
45.481795147722195	S	n36;37;n37;38;n38;39
45.859379128028095	I	n38;39
46.694210788673075	E	n32;33
46.89441621440418	E	n38;39
50.79591476008908	S	n31;32;n39;40;n40;41
50.94172198732372	S	n30;31;n41;42;n42;43
51.14948298657531	S	n34;35;n43;44;n44;45
51.93686477410592	S	n33;34;n45;46;n46;47
52.618978043968546	S	n39;40;n47;48;n48;49
53.252202072939525	E	n42;43
53.380444639804644	E	n35;36
53.59796646245246	I	n47;48
53.82667175225311	S	n45;46;n49;50;n50;51
53.9262251160511	S	n37;38;n51;52;n52;53
54.592708267342836	S	n52;53;n53;54;n54;55
55.45651211006114	E	n47;48
56.40239809491009	S	n44;45;n55;56;n56;57
56.467334621593665	I	n40;41
57.06966488947175	L	n28;29
57.59067437428081	I	n48;49
58.30047483794531	S	n40;41;n59;58;n60;59
58.94799355594872	S	n60;59;n61;60;n62;61
59.5579516206426	S	n62;61;n63;62;n64;63
59.82100229367665	E	n41;42
60.75090761671917	S	n50;51;n65;64;n66;65
60.897105428489944	S	n56;57;n67;66;n68;67
61.254313095266134	E	n48;49
61.36038899521255	I	n68;67
62.13615154914574	E	n66;65
63.06758448600334	L	n53;54
63.37888544917936	S	n54;55;n69;68;n70;69
63.516631641770395	S	n43;44;n71;70;n72;71
63.904621694837324	I	n71;70
64.4764211776003	E	n46;47
64.96591152733993	S	n51;52;n73;72;n74;73
65.13921464734916	E	n59;58
65.1602009480692	S	n72;71;n75;74;n76;75
65.4414507242948	E	n75;74
65.69497400279168	S	n74;73;n77;76;n78;77
66.89637296929558	S	n69;68;n79;78;n80;79
67.79713360797955	S	n61;60;n81;80;n82;81
68.02787129403178	S	n67;66;n83;82;n84;83
69.06288492230341	I	n70;69
69.17960379988853	S	n71;70;n85;84;n86;85
69.36748751985498	E	n77;76
69.37881073384503	S	n84;83;n87;86;n88;87
69.46404689996785	I	n73;72
69.50333777943767	E	n64;63
69.708668487013	E	n81;80
71.2192389560549	E	n85;84
71.36563707627845	S	n88;87;n89;88;n90;89
71.4415941668603	S	n83;82;n91;90;n92;91
72.07350163470672	S	n89;88;n93;92;n94;93
72.44930356955444	E	n93;92
72.58640953688958	E	n65;64
73.06969448986186	S	n82;81;n95;94;n96;95
73.96170390340738	S	n79;78;n97;96;n98;97
74.2640056802495	S	n91;90;n99;98;n100;99
74.75708131456398	E	n95;94
75.0883559486219	S	n49;50;n101;100;n102;101
75.18396773406573	S	n55;56;n103;102;n104;103
75.77909324475415	E	n98;97
76.07500621366802	E	n102;101
76.17184293596569	S	n80;79;n105;104;n106;105
76.75087355783961	S	n73;72;n107;106;n108;107
76.76269344293296	E	n103;102
76.98271308737247	S	n105;104;n109;108;n110;109
77.82875716052023	E	n96;95
77.87291920469795	S	n63;62;n111;110;n112;111
77.88441102979037	I	n94;93
78.35351366847215	E	n70;69
78.77461098368288	I	n92;91
79.22755505538495	S	n108;107;n113;112;n114;113
79.30812165855059	E	n110;109
79.32144817147103	L	n86;85
79.33819933326355	E	n87;86
79.81738353468062	S	n94;93;n115;114;n116;115
79.82687071617491	S	n109;108;n117;116;n118;117
79.92423519246776	S	n99;98;n119;118;n120;119
80.03170329297679	L	n118;117
80.13789888595848	S	n112;111;n121;120;n122;121
80.21586346790183	E	n120;119
80.3895646593219	E	n78;77
80.44887910585763	C	n104;103
80.66841692445837	I	n117;116
80.89521667799767	S	n76;75;n123;122;n124;123
81.28799258893893	E	n123;122
81.50267712156104	E	n104;103
82.32957367319115	S	n100;99;n125;124;n126;125
82.84074056886857	S	n113;112;n127;126;n128;127
82.9280124294097	E	n115;114
84.02661955226591	S	n122;121;n129;128;n130;129
84.46529553699439	I	n90;89
84.70932730317352	S	n90;89;n133;130;n134;131
84.80476003374768	E	n126;125
85.14519719498897	S	n101;100;n135;132;n136;133
85.26887989200775	S	n116;115;n137;134;n138;135
85.42092120853172	S	n134;131;n139;136;n140;137
85.50601592411626	E	n97;96
85.77742182160104	S	n140;137;n141;138;n142;139
85.99631158609974	S	n136;133;n143;140;n144;141
86.0006184609162	E	n121;120
86.15971404693227	I	n133;130
86.25047763284532	E	n141;138
86.37764105276558	S	n135;132;n145;142;n146;143
86.51037182362073	S	n111;110;n147;144;n148;145
86.64549986121668	E	n68;67
86.81771029291036	S	n143;140;n149;146;n150;147
87.18963022322029	S	n133;130;n151;148;n152;149
87.1911954645398	E	n114;113
87.78882750938226	T	n92;91;n92;150;n153;151
88.2079321579105	E	n144;141
88.61422845110853	S	n139;136;n155;152;n156;153
88.66389465217347	S	n117;116;n157;154;n158;155
89.23844721992381	S	n146;143;n159;156;n160;157
89.39607863679154	S	n157;154;n161;158;n162;159
89.42235090801165	L	n156;153
89.42235090801165	T	n142;139;n142;160;n156;161
89.53953138554083	S	n147;144;n163;162;n164;163
89.56639408370069	E	n161;158
89.92672479913614	S	n158;155;n165;164;n166;165
90.0298616159461	E	n151;148
90.48646187123879	E	n92;150
90.59408618872159	S	n138;135;n167;166;n168;167
90.79568255560412	E	n107;106
91.0242900867634	S	n127;126;n169;168;n170;169
91.12710587207293	S	n129;128;n171;170;n172;171
91.1663524432042	I	n172;171
91.18271935574295	S	n137;134;n173;172;n174;173
91.26775341023475	S	n106;105;n175;174;n176;175
91.34834867654848	I	n156;161
91.44039855751173	S	n164;163;n177;176;n178;177
91.49327839421396	S	n173;172;n179;178;n180;179
91.54856848753883	S	n170;169;n181;180;n182;181
91.72046016143437	E	n119;118
91.9252527843899	S	n148;145;n183;182;n184;183
92.01329744602405	I	n145;142
92.11043963755702	I	n166;165
92.33494976870058	E	n182;181
92.51155482190732	I	n165;164
92.98086966293155	S	n179;178;n187;184;n188;185
93.34880801811472	E	n183;182
93.40783796646144	S	n130;129;n189;186;n190;187
93.64609162057884	E	n178;177
94.20370820616749	S	n124;123;n191;188;n192;189
94.2905627805281	S	n162;159;n193;190;n194;191
94.47618336966978	S	n192;189;n195;192;n196;193
94.57618687065099	S	n174;173;n197;194;n198;195
