TIME	EVENT	NODES
0	O	Root
0.0	S	Root;1;n1;2;n2;3
2.5074782062324883	I	n2;3
3.35634255505027	E	n1;2
6.689912718607442	S	n2;3;n3;4;n4;5
8.477188072860308	I	n3;4
9.52089163317238	S	n4;5;n5;6;n6;7
10.730045589523671	I	n6;7
10.888750871328412	S	n6;7;n7;8;n8;9
16.661417086053657	S	n3;4;n9;10;n10;11
17.681552081932402	E	n10;11
19.340408001803105	I	n7;8
22.401872151706616	S	n9;10;n11;12;n12;13
22.41324765578705	E	n12;13
22.590498145432377	S	n8;9;n13;14;n14;15
22.836236421711362	S	n7;8;n15;16;n16;17
23.021778876448593	S	n13;14;n17;18;n18;19
23.309087423211405	E	n18;19
23.67182323826393	E	n5;6
26.485787909544978	S	n16;17;n19;20;n20;21
29.746783029605652	S	n17;18;n21;22;n22;23
30.80579593770988	D	n19;20;n19;24;n19;25
30.85807005283699	E	n14;15
31.49007846860047	S	n22;23;n23;26;n24;27
32.38286256948116	E	n15;16
32.800131426310806	S	n20;21;n25;28;n26;29
33.3266154078909	E	n24;27
33.41488849387419	S	n19;24;n27;30;n28;31
33.41488849387419	S	n19;25;n27;32;n28;33
34.804549942871546	S	n27;30;n29;34;n30;35
34.804549942871546	S	n27;32;n29;36;n30;37
35.18763541247925	S	n23;26;n31;38;n32;39
35.678876359008704	S	n32;39;n33;40;n34;41
36.88128362876969	E	n11;12
36.881358768164496	E	n25;28
37.43449429937737	E	n33;40
37.76567832626456	I	n28;31
37.76567832626456	I	n28;33
42.16982539729144	S	n21;22;n35;42;n36;43
42.932085337062354	S	n35;42;n37;44;n38;45
42.943931074204656	E	n29;34
42.943931074204656	E	n29;36
43.24682805771753	L	n26;29
43.96599703156712	S	n38;45;n39;46;n40;47
44.30864217231988	L	n37;44
44.30864217231988	T	n28;33;n28;48;n37;49
45.829514390972626	S	n40;47;n43;50;n44;51
46.54911121911787	S	n43;50;n45;52;n46;53
46.684750265085036	E	n39;46
46.87578296073487	S	n36;43;n47;54;n48;55
47.034496220930585	S	n46;53;n49;56;n50;57
47.20567624080078	E	n37;49
47.6395298760472	E	n44;51
47.801935550276376	E	n34;41
48.88993032513497	I	n45;52
48.913423218412746	S	n45;52;n51;58;n52;59
51.36183749431137	I	n47;54
51.65188497381932	E	n51;58
52.00683670020086	E	n31;38
52.38985946965592	I	n49;56
53.29780979945958	E	n28;48
53.29780979945958	E	n28;31
53.63876220805869	I	n49;56
54.22525593253356	S	n49;56;n53;60;n54;61
54.3241354073486	L	n30;35
54.86457311440032	S	n54;61;n55;62;n56;63
55.73831808661641	S	n30;37;n57;64;n58;65
55.96654903823212	I	n56;63
56.27158308445796	E	n56;63
57.23402616228817	E	n48;55
58.8528404549742	E	n50;57
59.65295875486497	E	n58;65
61.902725210399396	I	n53;60
66.2736100429329	E	n57;64
66.45302885715057	I	n55;62
66.62239281441798	S	n52;59;n67;66;n68;67
68.35036375208811	S	n67;66;n69;68;n70;69
69.3614836110607	S	n47;54;n71;70;n72;71
69.5667288088442	S	n70;69;n73;72;n74;73
69.60989828333398	S	n68;67;n75;74;n76;75
70.88343313549224	E	n72;71
71.79221959501766	C	n55;62
71.89828452143536	E	n55;62
72.68336834045725	E	n75;74
73.81339158432333	E	n73;72
74.2145407938895	E	n76;75
74.41436690001827	E	n53;60
80.57463946636354	S	n71;70;n83;76;n84;77
86.60669252253648	E	n83;76
87.36442533499313	S	n74;73;n93;78;n94;79
89.55192399987956	S	n93;78;n97;80;n98;81
90.74295096381583	E	n97;80
90.83607300829031	S	n94;79;n101;82;n102;83
91.78210615836441	S	n84;77;n103;84;n104;85
94.44886266487701	S	n69;68;n107;86;n108;87
94.63460892869011	S	n107;86;n109;88;n110;89
94.9559992561096	S	n108;87;n113;90;n114;91
95.38501757326547	E	n113;90
95.54954112669942	E	n110;89
96.09899526485816	E	n101;82
99.20531432363919	E	n109;88
99.8906396465015	E	n114;91
101.14759967511259	S	n98;81;n119;92;n120;93
102.82426853750586	E	n103;84
106.13974562605924	S	n102;83;n129;94;n130;95
106.2551761740781	S	n119;92;n131;96;n132;97
106.57096831231419	E	n104;85
110.29132532933264	L	n120;93
111.13482400179076	I	n131;96
112.19152098498493	S	n129;94;n145;98;n146;99
113.88278056476207	D	n132;97;n132;100;n132;101
114.6134552335811	S	n145;98;n161;102;n162;103
114.657371613597	S	n130;95;n163;104;n164;105
118.0381671052223	I	n162;103
120.76078747720435	S	n164;105;n179;106;n180;107
120.79463476144899	I	n179;106
120.93492720218666	E	n132;100
120.93492720218666	E	n132;101
121.71308316654702	S	n162;103;n183;108;n184;109
121.78280820477913	T	n161;102;n161;110;n159;111
123.4576512951491	E	n184;109
123.70644562855922	I	n163;104
124.00483492653812	S	n131;96;n193;112;n194;113
124.3711312004714	E	n179;106
125.3362666112503	S	n194;113;n201;114;n202;115
126.7918523131126	S	n180;107;n209;116;n210;117
126.93757006505692	I	n193;112
127.74848639190229	S	n163;104;n211;118;n212;119
129.63091363805	C	n210;117
131.1781794776036	S	n159;111;n229;120;n230;121
131.40182968561177	I	n201;114
132.0096165425425	E	n201;114
132.5078781716013	S	n183;108;n237;122;n238;123
132.73404178738306	S	n212;119;n239;124;n240;125
134.11183794022722	S	n209;116;n249;126;n250;127
134.23046956332826	S	n239;124;n251;128;n252;129
134.67922445755087	S	n240;125;n255;130;n256;131
135.06685894332068	S	n146;99;n257;132;n258;133
135.85464953594038	S	n257;132;n263;134;n264;135
135.910637703942	S	n202;115;n265;136;n266;137
136.11757414701233	S	n263;134;n267;138;n268;139
136.17150238763622	E	n229;120
136.2024720917159	S	n252;129;n269;140;n270;141
136.37102824962483	E	n264;135
137.24494829212168	S	n269;140;n275;142;n276;143
137.3574170703479	S	n193;112;n277;144;n278;145
137.4181928277078	S	n250;127;n279;146;n280;147
137.44428209975396	F	n270;141
137.44428209975396	F	n258;133
137.44428209975396	F	n161;110
137.44428209975396	F	n278;145
137.44428209975396	F	n267;138
137.44428209975396	F	n230;121
137.44428209975396	F	n279;146
137.44428209975396	F	n265;136
137.44428209975396	F	n211;118
137.44428209975396	F	n268;139
137.44428209975396	F	n255;130
137.44428209975396	F	n256;131
137.44428209975396	F	n238;123
137.44428209975396	F	n277;144
137.44428209975396	F	n210;117
137.44428209975396	F	n251;128
137.44428209975396	F	n280;147
137.44428209975396	F	n237;122
137.44428209975396	F	n266;137
137.44428209975396	F	n249;126
137.44428209975396	F	n276;143
137.44428209975396	F	n275;142
