POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
357	359	+	51
358	360	+	99
359	361	-	99
360	367	-	99
361	369	+	99
362	370	+	99
363	371	-	99
364	372	+	99
365	373	-	99
366	374	+	99
367	375	+	99
368	376	+	99
369	377	-	99
370	378	+	99
371	379	+	99
372	380	-	99
373	381	-	99
374	1014	-	11
375	382	-	99
376	1056	+	1
377	383	-	99
378	384	-	99
379	385	-	99
380	386	-	99
381	387	+	99
382	388	-	99
383	389	+	99
384	390	-	101
385	391	+	99
386	392	-	99
387	393	-	99
388	394	+	101
389	395	-	99
390	396	+	99
391	397	-	99
392	398	+	99
393	399	+	99
394	400	-	97
395	401	-	99
396	402	-	99
397	403	+	99
398	404	+	101
399	405	+	101
400	406	+	99
401	407	-	99
402	408	-	99
403	409	-	99
404	410	+	99
405	411	-	99
406	412	-	99
407	413	-	99
408	414	+	99
409	419	-	99
410	418	-	99
411	417	+	101
412	416	-	101
413	415	+	101
414	420	-	99
415	421	+	99
416	422	+	99
417	423	+	99
418	424	-	99
419	425	+	101
420	426	+	99
421	427	-	99
422	428	+	99
423	429	+	99
424	430	+	99
425	431	+	99
426	432	+	99
427	433	+	99
428	434	-	99
429	435	+	99
430	436	+	99
431	437	-	99
432	438	-	99
433	439	-	99
434	440	+	95
435	441	+	67
436	442	+	95
437	443	-	99
438	444	-	99
439	445	+	99
440	446	+	99
441	447	-	75
442	448	-	99
443	449	-	99
444	450	+	99
445	3	-	99
446	451	+	99
447	452	-	99
448	453	-	99
449	454	-	99
450	1010	+	15
451	455	-	99
452	456	+	99
453	457	+	99
454	458	-	99
455	459	+	99
456	460	+	99
457	461	+	99
458	462	-	99
459	463	+	99
460	464	-	99
461	465	-	99
462	466	-	85
463	467	+	99
464	468	-	99
465	469	-	99
466	470	+	99
467	471	-	99
468	472	+	99
469	473	-	99
470	474	+	99
471	475	+	99
472	476	-	99
473	477	-	99
474	478	+	101
475	479	-	99
476	480	+	101
477	481	+	99
478	482	+	101
479	483	+	99
480	484	-	99
481	485	-	99
482	486	-	99
483	487	+	99
484	488	-	99
485	489	-	99
486	490	+	99
487	491	-	99
488	492	+	99
489	493	+	99
490	494	-	99
491	495	-	99
492	496	+	99
493	497	+	99
494	498	-	99
495	499	-	99
496	500	-	99
497	501	-	99
498	502	+	83
499	503	+	99
500	504	+	99
501	505	-	99
502	710	+	99
503	711	-	99
504	712	+	99
505	713	+	99
506	714	+	99
507	506	+	99
508	507	-	99
509	508	-	99
510	509	-	99
511	510	-	101
512	511	+	107
513	512	+	99
514	513	-	99
515	516	+	99
516	517	+	99
517	518	-	99
518	519	+	99
519	520	+	99
520	521	-	99
521	522	+	99
522	523	+	99
523	524	-	99
524	525	-	99
525	526	+	99
526	527	+	99
527	528	-	99
528	529	+	99
529	530	+	99
530	531	-	99
531	532	+	101
532	533	+	101
533	534	+	101
534	535	-	101
535	536	-	99
536	537	+	99
537	538	-	99
538	539	+	99
539	540	-	99
540	541	-	99
541	542	+	99
542	543	+	99
543	544	+	99
544	545	-	99
545	546	+	99
546	547	-	99
547	548	-	99
548	550	+	99
549	551	+	99
550	552	+	99
551	553	-	99
552	554	+	99
553	555	+	111
554	556	+	97
555	557	+	99
556	558	-	99
557	559	+	99
558	560	+	99
559	561	+	99
560	562	-	99
561	563	-	101
562	564	-	101
563	565	+	101
564	566	-	101
565	567	+	99
566	568	+	97
567	569	+	99
568	570	-	99
569	571	-	99
570	572	-	99
571	573	+	99
572	574	+	101
573	575	-	99
574	576	+	99
575	577	+	99
576	578	+	99
577	579	+	99
578	580	+	99
579	581	+	99
580	582	+	99
581	583	-	99
582	584	-	99
583	585	-	99
584	586	+	99
585	587	+	99
586	588	+	99
587	589	+	99
588	590	-	99
589	591	+	99
590	592	+	99
591	593	-	99
592	594	+	104
593	595	-	106
594	596	+	104
595	597	-	104
596	598	-	99
597	599	-	99
598	600	-	99
599	601	+	99
600	602	-	99
601	605	-	99
602	606	+	99
603	607	+	99
604	608	-	99
605	609	+	101
606	610	+	99
607	611	-	99
608	612	+	99
609	613	+	99
610	614	+	99
611	615	+	99
612	616	+	99
613	617	-	99
614	618	-	99
615	619	+	99
616	620	-	99
617	621	+	99
618	622	-	99
619	623	-	99
620	624	-	99
621	625	-	99
622	626	-	99
623	627	+	99
624	628	+	99
625	629	-	99
626	630	+	99
627	631	+	99
628	632	+	99
629	633	+	99
630	634	+	99
631	635	+	99
632	636	-	99
633	637	-	99
634	638	+	99
635	299	+	99
636	300	+	107
637	639	+	99
638	640	-	99
639	641	+	99
640	642	+	95
641	643	-	95
642	644	-	95
643	645	+	95
644	646	+	95
645	647	+	99
646	648	-	99
647	649	-	99
648	650	+	99
649	651	+	99
650	652	-	99
651	653	-	99
652	654	+	99
653	655	+	99
654	656	+	99
655	657	-	99
656	658	-	99
657	659	+	99
658	660	+	99
659	661	-	97
660	662	+	99
661	663	+	99
662	664	+	99
663	665	+	99
664	666	-	99
665	667	-	99
666	668	-	99
667	674	+	99
668	675	-	99
669	676	+	99
670	677	-	99
671	678	+	99
672	679	-	99
673	680	+	99
674	681	-	93
675	682	+	93
676	683	+	93
677	684	+	99
678	685	-	99
679	686	-	99
680	687	-	99
681	688	+	99
682	689	-	99
683	690	+	99
684	691	+	99
685	692	+	99
686	693	-	99
687	694	-	99
688	695	+	99
689	696	-	99
690	697	-	101
691	699	+	99
692	700	-	99
693	701	+	99
694	702	-	99
695	703	+	99
696	704	-	99
697	705	-	99
698	706	-	97
699	707	+	99
700	708	-	99
701	709	+	99
702	715	-	99
703	718	+	99
704	717	-	99
705	716	-	99
706	719	+	99
707	720	-	99
708	721	-	99
709	722	-	99
710	293	+	61
711	723	+	99
712	724	-	99
713	725	+	99
714	726	+	99
715	727	-	99
716	728	-	99
717	729	-	99
718	730	+	99
719	731	-	99
720	732	+	99
721	733	-	99
722	734	+	99
723	735	+	99
724	736	-	99
725	737	+	99
726	738	+	99
727	739	-	99
728	740	+	99
729	741	-	99
730	742	-	101
731	743	+	99
732	744	-	99
733	746	-	107
734	747	-	99
735	748	-	99
736	749	-	99
737	750	+	99
738	751	-	99
739	752	-	99
740	753	-	99
741	754	-	99
742	755	+	99
743	756	-	99
744	757	+	99
745	758	+	99
746	759	-	99
747	760	-	99
748	761	-	99
749	762	+	114
750	763	-	114
751	764	+	99
752	765	-	97
753	766	-	99
754	767	-	99
755	768	+	99
756	769	+	99
757	770	-	99
758	771	+	99
759	772	-	99
760	773	-	99
761	774	+	99
762	775	-	99
763	776	-	99
764	777	-	99
765	778	-	99
766	779	+	99
767	780	+	99
768	781	-	115
769	782	+	117
770	783	+	99
771	784	-	99
772	785	-	99
773	786	-	99
774	787	-	99
775	788	+	99
776	789	+	99
777	790	+	99
778	791	-	99
779	792	+	99
780	793	+	99
781	794	-	99
782	795	+	99
783	796	-	99
784	797	-	99
785	798	-	99
786	799	+	99
787	800	+	99
788	801	+	99
789	802	-	107
790	803	-	105
791	804	-	99
792	805	+	99
793	806	+	99
794	807	-	99
795	808	-	101
796	809	-	99
797	810	+	99
798	811	+	99
799	812	-	99
800	813	-	99
801	814	-	99
802	815	+	99
803	816	-	99
804	817	+	99
805	818	+	99
806	819	+	99
807	820	-	99
808	821	-	97
809	822	-	97
810	823	-	99
811	824	-	99
812	825	-	99
813	826	-	63
814	827	-	63
815	828	-	63
816	829	+	63
817	830	+	61
818	831	+	61
819	832	+	99
820	833	+	99
821	834	+	99
822	835	+	99
823	836	+	99
824	837	-	99
825	838	+	101
826	839	+	103
827	840	-	101
828	841	+	99
829	842	-	99
830	843	-	99
831	844	-	99
832	845	-	99
833	846	-	99
834	847	-	99
835	848	+	99
836	849	+	99
837	850	+	99
838	851	+	99
839	852	-	99
840	853	+	99
841	854	-	93
842	855	+	93
843	856	+	93
844	857	+	93
845	858	+	99
846	859	-	99
847	860	+	99
848	862	+	99
849	863	+	99
850	864	+	105
851	865	+	101
852	866	+	99
853	867	+	99
854	868	-	99
855	869	+	99
856	870	+	99
857	871	+	101
858	872	+	99
859	873	+	99
860	874	-	99
861	875	-	97
862	876	+	97
863	877	-	99
864	878	+	99
865	879	-	99
866	880	+	99
867	881	+	99
868	882	-	99
869	883	-	99
870	884	-	101
871	885	-	101
872	886	+	101
873	887	+	101
874	888	-	99
875	891	-	99
876	892	-	99
877	893	-	99
878	894	-	99
879	895	-	99
880	896	-	99
881	897	+	99
882	898	-	99
883	899	+	99
884	900	+	99
885	901	-	99
886	902	+	99
887	903	+	99
888	904	+	99
889	905	+	99
890	906	-	99
891	907	-	99
892	908	+	99
893	909	+	99
894	910	+	99
895	911	-	99
896	912	+	99
897	913	-	99
898	914	+	99
899	915	+	99
900	916	+	99
901	917	-	99
902	918	+	99
903	919	+	99
904	920	-	99
905	921	+	51
906	922	-	97
907	923	-	97
908	924	+	97
909	362	+	99
910	365	+	99
911	366	+	99
912	925	-	99
913	926	+	99
914	927	-	99
915	928	-	99
916	929	-	99
917	1083	-	1
918	930	+	99
919	932	-	99
920	933	+	99
921	934	-	75
922	935	+	75
923	936	-	75
924	937	+	99
925	938	+	99
926	939	+	99
927	940	+	99
928	941	-	99
929	942	+	99
930	943	+	99
931	944	+	99
932	945	+	99
933	946	-	99
934	947	+	99
935	948	-	99
936	949	+	99
937	950	+	99
938	951	+	99
939	952	+	99
940	953	-	99
941	954	+	99
942	955	+	99
943	956	+	99
944	957	-	101
945	958	+	101
946	959	-	101
947	960	+	99
948	961	-	99
949	962	-	99
950	963	+	99
951	964	-	99
952	965	-	99
953	966	+	99
954	967	+	99
955	968	-	99
956	969	+	97
957	970	+	99
958	971	-	99
959	972	+	99
960	973	+	99
961	974	-	101
962	975	-	99
963	977	-	99
964	978	+	99
965	979	-	99
966	980	-	99
967	981	-	99
968	982	+	99
969	983	+	99
970	985	+	103
971	986	-	99
972	987	-	99
973	988	-	99
974	989	-	99
975	990	+	99
976	991	+	99
977	992	+	99
978	993	-	99
979	994	-	99
980	995	-	99
981	996	+	99
982	997	-	99
983	998	+	93
984	999	-	93
985	1000	+	99
